series_key,dataset,index,series,type,period,n,h,backend,status,elapsed_seconds,forecast,actual,model_selected,alpha_real,alpha_imag,beta_real,beta_imag,sse,error,finite,smape,mase,mae,rmse
M3:31,M3,31,N0031,yearly,1,14,6,aeon,ok,0.0007578000077046454,"[7161.655484729423, 8088.237574142382, 8610.883452544567, 9620.204429609958, 10332.423520945462, 11460.452270595379]","[7928.83, 7751.34, 8468.2, 9231.5, 9811.36, 11374.3]",N,1.8,1.1764831542968734,,,1741861.5391217633,,True,4.357368548412002,0.7799154812133603,373.7792938513873,438.260923073787
M3:32,M3,32,N0032,yearly,1,14,6,aeon,ok,0.0007613999769091606,"[5846.3740466599, 6363.945167854947, 6922.656632009579, 7534.5736116103435, 8196.889241255238, 8920.701789644781]","[5025.0, 5062.6, 4878.6, 5099.6, 5050.8, 5505.4]",N,1.8,1.16638832092285,,,1180749.59720097,,True,34.320143393403235,6.995407808289968,2193.8567481724644,2381.791426735338
M3:33,M3,33,N0033,yearly,1,14,6,aeon,ok,0.000768599973525852,"[3662.2353997826553, 3598.5903014865985, 3584.3096937079376, 3531.6705308716528, 3509.9724415903684, 3464.458598434583]","[4421.52, 4417.08, 3819.84, 3816.98, 3472.72, 4063.7]",N,1.8,0.9821975708007804,,,4592951.574164304,,True,11.720289962187108,1.0066601132293005,455.8513195511569,539.103037586606
M3:34,M3,34,N0034,yearly,1,14,6,aeon,ok,0.0009189000120386481,"[7766.528996733574, 7914.937143416919, 7985.432074573105, 8121.8733509752565, 8207.275069133777, 8336.8326493723]","[8061.94, 8551.94, 9303.02, 9592.14, 9611.4, 9505.0]",N,1.8,1.024363708496092,,,11742017.508735716,,True,12.027787981871706,1.4081446238121778,1048.760119299178,1134.8233372911468
M3:35,M3,35,N0035,yearly,1,14,6,aeon,ok,0.0008057000231929123,"[3373.83965857159, 3366.8930228054846, 3295.8492906702377, 3276.2409549006993, 3217.0973081002085, 3190.027105830052]","[3070.2, 3601.6, 3407.4, 3500.6, 3437.8, 3007.0]",N,1.8,0.9772955894470211,,,8157557.610605472,,True,6.441575300523531,0.3748056003299416,212.997697987502,220.70853666900496
M3:36,M3,36,N0036,yearly,1,14,6,aeon,ok,0.0008086000452749431,"[4073.2799357046797, 4838.39189483703, 6213.971992286282, 7732.677464591538, 9744.38962363077, 12217.682530489576]","[3274.64, 3970.12, 5589.92, 9170.12, 8793.24, 10438.96]",N,1.2469389190687776,1.3840924371266734,,,465284.103827844,,True,15.832936322074955,4.308064079940478,1076.379752059467,1148.618243002467
M3:37,M3,37,N0037,yearly,1,14,6,aeon,ok,0.0007752000237815082,"[1384.8988890908342, 2109.3174045235787, 2342.077012446267, 2904.7151663604495, 3456.7180870465068, 4176.183767231194]","[2509.23, 2835.65, 3193.03, 3756.92, 5400.23, 8299.04]",N,1.2390626433491692,1.293119603395462,,,640153.2518628773,,True,42.23965630802814,10.490268697987144,1603.3649455501952,2000.7180220938906
M3:38,M3,38,N0038,yearly,1,14,6,aeon,ok,0.0007816999568603933,"[9074.194881486388, 10264.560278879197, 12024.317073478882, 13684.331092666309, 15950.086472989567, 18227.385292911305]","[8388.45, 8570.2, 8858.75, 9702.85, 11116.85, 12344.85]",N,1.8,1.2988749027252198,,,397314.47507672396,,True,27.401207033155043,6.290469713951948,3373.8208487352745,3811.7910414323833
M3:39,M3,39,N0039,yearly,1,14,6,aeon,ok,0.0007845999789424241,"[3781.181673767497, 4118.0347561793105, 4803.272540364635, 5319.38984181729, 6126.084116033549, 6849.481572847195]","[3464.8, 5180.4, 5090.2, 5245.8, 5217.4, 5713.4]",N,1.7229388701915744,1.2456274390220634,,,405632.00398795033,,True,12.147332610772084,3.1548386039462515,630.6716513202645,756.4002764828778
M3:40,M3,40,N0040,yearly,1,14,6,aeon,ok,0.0007773000397719443,"[2931.9039128174413, 3729.654512762747, 4640.809506434176, 5858.273710022544, 7326.008680048316, 9217.721019646455]","[2825.79, 2994.88, 3546.68, 5304.05, 6379.21, 7146.98]",N,1.5632976207882139,1.4640418134629725,,,69715.60442298667,,True,16.88677898901409,5.139039575895341,917.7968902886132,1098.4711463125982
M3:41,M3,41,N0041,yearly,1,14,6,aeon,ok,0.0007721000001765788,"[5390.501464471257, 6011.32587169234, 6401.026493081958, 7077.708299421441, 7588.883630351757, 8343.730929941647]","[6462.07, 5119.36, 4035.35, 4815.54, 7010.89, 4328.0]",N,1.8,1.1644299983978252,,,2866299.6349467235,,True,31.46399654537204,4.701142867126818,1864.1839600029807,2202.9474371791134
M3:42,M3,42,N0042,yearly,1,14,6,aeon,ok,0.0007730000070296228,"[4256.801476372908, 4918.746692381356, 5525.515405870036, 6353.127201058035, 7166.037409628893, 8211.634360359321]","[3889.0, 3926.5, 4380.0, 4951.0, 4854.0, 5091.0]",N,1.8,1.2669433593749988,,,280307.5667821899,,True,27.464934930400798,6.466569373324021,1556.7270909450917,1801.937542950873
M3:43,M3,43,N0043,yearly,1,14,6,aeon,ok,0.0007932999869808555,"[9457.915472542409, 10638.623850569455, 13335.31708282897, 15273.790473036099, 18857.055932754014, 21870.792301616337]","[8887.5, 9787.14, 9683.85, 10154.67, 9313.98, 9246.51]",N,1.8,1.3849960327148425,,,960966.7801337886,,True,39.23921121593301,10.003423896130032,5393.307518891214,6964.574726460925
M3:44,M3,44,N0044,yearly,1,14,6,aeon,ok,0.0007687999750487506,"[5142.610273683115, 5333.924474675479, 5754.270163800558, 6036.767524125296, 6459.780826696165, 6815.966445262123]","[4598.9, 4356.6, 4016.2, 4734.0, 5037.7, 5105.6]",N,1.691645193099975,1.1074682325124732,,,1272956.1198333965,,True,24.088869085143727,4.157570461002028,1282.3866180404561,1348.8601583962761
M3:45,M3,45,N0045,yearly,1,14,6,aeon,ok,0.0008569000056013465,"[5652.987971230111, 6054.912107813103, 6635.680628927707, 7137.527201119719, 7795.211332327298, 8408.328203387116]","[5434.38, 6037.95, 6516.51, 7095.96, 7396.23, 7678.38]",N,1.8,1.1596160888671858,,,1052343.572820498,,True,3.491340004375694,0.8789068934786936,254.2062408008425,354.9688043496465
M3:46,M3,46,N0046,yearly,1,14,6,aeon,ok,0.0007752999663352966,"[5420.731116220771, 5784.758799004578, 5956.924133435524, 6313.698003275743, 6537.5024802909, 6898.181041069979]","[5383.5, 5640.85, 5708.2, 5906.7, 6017.45, 6952.3]",N,1.8,1.0854843139648396,,,768034.8303737943,,True,3.8665855878115214,0.9260572889397758,235.17224852625608,295.23730896858353
M3:47,M3,47,N0047,yearly,1,14,6,aeon,ok,0.0007627000450156629,"[4006.3836404627705, 4016.1534441512, 3925.4479592005787, 3914.920573862047, 3842.127350176687, 3819.3646023717397]","[4734.9, 5266.5, 5429.7, 5457.9, 5872.5, 6412.2]",N,1.8,0.9793106079101543,,,11493549.411535421,,True,33.529095324166335,2.43827826618933,1608.2170716291628,1711.8640329533184
M3:48,M3,48,N0048,yearly,1,14,6,aeon,ok,0.0007572000031359494,"[4839.622079994685, 5924.817695756169, 6833.293162922942, 8281.521560564113, 9631.450214434337, 11591.665311298273]","[5101.18, 5934.92, 6366.5, 6574.92, 6989.74, 8629.08]",N,1.8,1.367101383209226,,,333760.1220814925,,True,16.09494432694437,4.814878238173472,1341.558412244802,1777.3784032157687
M3:49,M3,49,N0049,yearly,1,14,6,aeon,ok,0.0007619000389240682,"[5398.870043837359, 8758.217936594143, 9221.67413822175, 12757.47366758646, 14778.669201953524, 19177.43441743509]","[6402.27, 7184.37, 7854.54, 7973.55, 8616.99, 8504.07]",N,1.558335998952387,1.4332575231790536,,,2823682.9848063774,,True,38.11712198397632,10.271793518298969,4260.558219658935,5479.139056212666
M3:50,M3,50,N0050,yearly,1,14,6,aeon,ok,0.0007550999871455133,"[5207.804597608024, 5354.319757331129, 5439.472668436128, 5579.408669233811, 5678.827072841251, 5816.097191829538]","[6167.5, 5986.5, 5006.5, 4556.0, 4466.5, 4350.5]",N,1.8,1.0388580322265606,,,6371803.203181805,,True,18.206230266192787,1.6795510497644819,954.3635412335958,1014.3314564045994
M3:646,M3,646,N0646,quarterly,4,36,8,aeon,ok,0.0022060999763198197,"[5574.474586420785, 5635.694174572978, 5689.959753582289, 5750.922348425188, 5807.532348400938, 5868.753473182312, 5927.334135428003, 5989.161004680442]","[5531.5, 5670.6, 5730.0, 5798.45, 5809.05, 5707.05, 5661.75, 6176.6]",N,1.8,1.0185203552246085,,,2771611.6601785235,,True,1.675042686623835,0.2818301523163746,97.71157067115826,131.69375326265052
M3:647,M3,647,N0647,quarterly,4,36,8,aeon,ok,0.0026632000226527452,"[3776.7370138711017, 3813.707217592639, 3937.7463358188857, 3997.72323184289, 4134.917775921852, 4192.235275446609, 4315.286239013973, 4392.211906889174]","[3799.2, 3972.6, 4078.2, 4090.0, 4240.2, 4320.8, 4268.4, 4292.6]",P,1.8,1.0426870552626883,0.01,,131794.28038146012,,True,2.4226964965508113,0.41511759394339326,99.3039119261461,108.24037040292873
M3:648,M3,648,N0648,quarterly,4,38,8,aeon,ok,0.0025689000030979514,"[5676.995617546079, 5860.559879320786, 6014.049209164276, 6216.009360792286, 6507.471616073257, 6737.604935654615, 6907.4665310248465, 7152.963552228997]","[5405.5, 5935.5, 5864.65, 5800.1, 5853.55, 5948.0, 5970.0, 5692.0]",P,1.8,1.064574427036025,0.01,,575047.5418389053,,True,9.493092397776994,1.4192345091740375,594.2126178954463,736.4589299681804
M3:649,M3,649,N0649,quarterly,4,36,8,aeon,ok,0.002278600004501641,"[4326.718078823843, 4326.330606737084, 4392.378619044594, 4405.272356775643, 4461.693015307004, 4483.488038331986, 4533.840797604807, 4561.678510780847]","[4713.0, 4201.0, 4085.8, 4065.0, 3940.2, 3686.8, 3816.6, 2993.6]",N,1.8,1.0151935100555416,,,3019878.9866661686,,True,14.669537290437729,1.5784163894555294,595.2454832197654,729.2692046845843
M3:650,M3,650,N0650,quarterly,4,36,8,aeon,ok,0.0023706000065431,"[4130.805641206095, 4412.291063422401, 4627.85086274644, 4891.010074412107, 5054.100296165941, 5362.989345536975, 5642.551878099266, 5942.984833484535]","[4536.47, 4729.85, 5230.25, 5672.0, 5963.0, 6143.0, 6636.0, 6908.0]",P,1.8,1.093064152922851,0.01,,253988.02687034133,,True,13.071895406879886,2.111808301704605,719.2482506157802,757.5409204993505
M3:651,M3,651,N0651,quarterly,4,36,8,aeon,ok,0.002331900002900511,"[8048.008733534413, 8004.6334966636105, 8153.348062403093, 8218.102905135383, 8065.3325538011795, 8022.208273300766, 8170.738864316845, 8235.657920429512]","[8202.2, 8287.2, 8287.4, 8117.0, 8164.6, 8129.8, 8352.0, 8308.4]",P,1.8,1.000969207290884,0.015319943017816038,,1407941.4689564344,,True,1.7330091225886632,0.5740947219856395,141.59687508574564,154.67203603134763
M3:652,M3,652,N0652,quarterly,4,35,8,aeon,ok,0.002592100005131215,"[8572.605803653569, 8441.283437226371, 8645.852369557955, 8783.923631208949, 8907.240493759053, 8784.746737056943, 8988.180325348845, 9133.243791343424]","[8353.32, 8586.87, 8519.06, 8662.2, 9080.78, 9012.34, 9120.59, 9391.41]",P,1.8,1.0177134765631164,0.01,,3792478.2298142016,,True,1.988830240824784,0.24051887977493214,175.63712746072974,182.43883396696262
M3:653,M3,653,N0653,quarterly,4,35,8,aeon,ok,0.002773699990939349,"[2894.583825646742, 2923.0198387371693, 3109.1569974625168, 3377.7654223642126, 2798.6083629172654, 2820.547061999737, 3013.2844739944153, 3278.110037678202]","[2893.0, 2869.5, 2934.5, 3144.5, 2797.0, 2876.5, 3324.5, 3495.5]",P,1.8,0.9853879103774817,0.01,,4849278.050529512,,True,4.13710270361066,0.1682024899524332,131.14910918194397,171.40285992467003
M3:654,M3,654,N0654,quarterly,4,37,8,aeon,ok,0.002541300025768578,"[6282.428523565439, 6300.8074409005785, 6207.676715281845, 6497.194331146859, 6718.845860032158, 6739.142028183464, 6658.0372674865275, 6951.5534471970805]","[6093.05, 5993.4, 5675.95, 5890.2, 6246.25, 6408.55, 6390.6, 6735.1]",P,1.8,1.031070639137554,0.01,,3139003.4619915914,,True,5.798966480400278,0.7424993937708665,365.323201724244,392.5161940225943
M3:655,M3,655,N0655,quarterly,4,36,8,aeon,ok,0.0026977999950759113,"[6919.203432641746, 6930.683266225726, 7345.2648108067, 7463.062236127003, 7518.843215952977, 7552.588885172919, 7972.3429425339145, 8109.841025100001]","[6729.34, 6675.46, 7142.94, 7308.06, 7525.5, 7893.78, 8223.88, 8904.28]",P,1.8,1.038331648313704,0.01,,2335268.580861421,,True,3.54704965389625,0.5268348894489373,274.5297096301704,349.46529274726015
M3:656,M3,656,N0656,quarterly,4,36,8,aeon,ok,0.0028245000285096467,"[5502.066487739111, 5546.134313305088, 5635.7414682955405, 5689.560186497745, 5725.631501090714, 5771.30702162847, 5863.657705083985, 5919.340263119706]","[5921.4, 5837.9, 5981.7, 6146.8, 6111.9, 6226.35, 6308.9, 6431.1]",P,1.8,1.018024664870742,0.01,,75393.96148386995,,True,6.982984584396231,2.2515929210522083,414.07638165495507,419.2447909689849
M3:657,M3,657,N0657,quarterly,4,36,8,aeon,ok,0.0025575999752618372,"[7684.104212379539, 7720.887352096513, 7781.429363165835, 8145.7368716982755, 8262.273112472232, 8324.822212545329, 8384.886735500086, 8769.677402144902]","[7543.4, 8054.4, 7834.3, 7688.1, 7723.1, 7946.0, 7853.6, 7931.3]",P,1.765995667709563,1.0333105531783426,0.010000000000000004,,1152846.5604193213,,True,5.064957459826303,0.8565665008384087,409.04797893475177,469.38941055725246
M3:658,M3,658,N0658,quarterly,4,36,8,aeon,ok,0.0023855999461375177,"[4929.811367515178, 5009.677108468213, 5100.993739251697, 5056.533829649979, 5069.112721024186, 5149.943072598939, 5242.227804836534, 5198.74525142833]","[4848.2, 4993.6, 5315.4, 5256.0, 5984.3, 6408.9, 6574.7, 6590.0]",P,1.8,1.0124893973221467,0.019467050777068323,,503864.98527168063,,True,11.809209700208116,3.3573307704013233,676.1790071492156,882.2051854191723
M3:659,M3,659,N0659,quarterly,4,36,8,aeon,ok,0.002484500000718981,"[3526.301669230322, 3600.955858313418, 3677.9672652244208, 3796.8557013126892, 3807.015734290645, 3881.458672016275, 3968.321192039296, 4089.0035633910106]","[3554.24, 3574.36, 3562.92, 3612.4, 3724.88, 3861.44, 3785.36, 4126.66]",P,1.8,1.034491011428177,0.01,,216334.25596851564,,True,2.25267230524122,0.37705037329898466,84.6011488219263,106.52904537923156
M3:660,M3,660,N0660,quarterly,4,36,8,aeon,ok,0.002601000014692545,"[3456.0771108736635, 3505.8767542144487, 3551.317163005722, 3635.020497097106, 3730.2222424983875, 3772.5975823140348, 3833.31617377345, 3913.8827930595567]","[3503.5, 3541.52, 3656.92, 3741.52, 3895.2, 3925.52, 3909.42, 4058.94]",P,1.8,1.034064948710509,0.028626502724966522,,123954.46617814849,,True,2.7620687177603944,0.6494131848789353,104.27871039545391,113.71553688694372
M3:661,M3,661,N0661,quarterly,4,35,8,aeon,ok,0.0023736999719403684,"[4841.641645067906, 4811.169758559534, 4589.856926658252, 4645.912460608953, 4696.540740289013, 4663.441800669603, 4446.261205097316, 4501.078307743675]","[4735.8, 4847.0, 4912.7, 4847.8, 5403.1, 5205.2, 5191.6, 5160.9]",P,1.8,0.9860056431539196,0.01,,2560057.9184587095,,True,8.512037341861307,0.649413473762097,414.98505568019505,492.58184692781225
M3:662,M3,662,N0662,quarterly,4,36,8,aeon,ok,0.0026637999690137804,"[6407.459376888209, 6586.384056777552, 6800.651109944644, 6906.896313822721, 7095.091421583209, 7296.626821771495, 7524.296318790267, 7652.34607555641]","[6505.64, 6550.36, 6492.56, 6592.3, 6582.72, 6680.08, 6960.9, 6867.68]",P,1.8,1.0457963242606032,0.09586353932432087,,791188.4478717732,,True,5.783355034356058,0.746230680969928,404.23409266976125,471.77839863731975
M3:663,M3,663,N0663,quarterly,4,36,8,aeon,ok,0.0022580999648198485,"[3758.1890526523757, 3973.687085330978, 3909.618394006885, 3961.2864483122094, 3909.839255527556, 4120.863835477632, 4062.980233138662, 4112.229660340435]","[3317.6, 3860.0, 3602.8, 3804.8, 3552.6, 3998.6, 4122.2, 4232.2]",P,1.8,1.0171864379531799,0.01,,1914714.1439184991,,True,5.55783110685217,0.6127494563756238,209.53427222856737,246.5099380438929
M3:664,M3,664,N0664,quarterly,4,36,8,aeon,ok,0.002519100031349808,"[6608.026012528976, 7167.90583562171, 7102.419992464909, 7619.959484329098, 7219.901866282711, 7808.213945118993, 7749.504584149067, 8284.450664629134]","[5961.0, 7173.0, 4657.0, 4931.0, 5686.0, 4869.0, 4576.0, 4500.0]",P,1.4489378808926299,1.031935888153621,0.01,,12090529.553832307,,True,34.45569580374482,3.111374874882526,2152.196339235147,2475.2343926511517
M3:665,M3,665,N0665,quarterly,4,38,8,aeon,ok,0.0021649000118486583,"[6170.610724214434, 6293.346625352291, 6569.451731978509, 6730.306327287131, 7000.1091774920515, 7192.510461591221, 7463.198565290645, 7682.927794434975]","[5719.82, 5828.62, 5700.0, 5698.0, 5680.86, 5833.12, 5678.0, 5492.0]",N,1.8,1.0606575012207002,,,1426229.821725956,,True,18.517821999598468,2.1986400552320347,1184.0051759551575,1314.1653776384421
M3:666,M3,666,N0666,quarterly,4,36,8,aeon,ok,0.0022767999907955527,"[3586.075633828708, 3246.9297708071717, 3092.657457073247, 3854.8425347328935, 3430.8495732365996, 3478.0905166522416, 3501.9932421211047, 3910.7920101645086]","[2838.0, 3288.0, 3250.0, 3932.0, 2940.0, 3564.0, 3934.0, 4212.0]",F,1.5863204803951787,1.0054220091974129,1.5,0.8375974163334845,3675060.042403015,,True,8.546834013644201,0.7022417849339894,291.70245943926756,373.7786281317926
M3:667,M3,667,N0667,quarterly,4,36,8,aeon,ok,0.0025609000003896654,"[4304.573627661526, 4543.744585714014, 4552.358713543781, 5458.335310636488, 4310.891394069606, 4551.02652553146, 4558.964626653286, 5465.422506041826]","[4643.5, 4612.0, 4635.5, 5030.5, 4298.5, 4715.0, 4769.5, 5451.0]",P,1.7052242881530666,1.0006223399348664,0.01,,7401856.7725969395,,True,3.4549094587220246,0.2674533559630795,164.93514145548158,218.24854325800345
M3:668,M3,668,N0668,quarterly,4,36,8,aeon,ok,0.003990299999713898,"[4262.836582626614, 4906.0657188237365, 4567.910606076988, 4409.394043228401, 4473.138877177452, 4444.035600807565, 4441.447418235023, 4432.799868088047]","[4145.2, 3812.4, 5039.8, 5668.2, 6746.0, 6942.8, 7383.2, 6233.4]",F,1.7999961077826703,0.9958162597777634,1.438476094065827,0.5366407892992913,7816828.937968872,,True,28.82716634012395,2.2892806263254686,1556.9969859796092,1813.9392699548594
M3:669,M3,669,N0669,quarterly,4,36,8,aeon,ok,0.002450999978464097,"[5068.989947957219, 5096.910509314974, 5053.763733096957, 5339.111108510246, 5314.6728650753885, 5347.0427792898645, 5305.66222752961, 5595.018779432584]","[4947.8, 5309.05, 5128.0, 5787.35, 5339.5, 5318.65, 5229.95, 5770.55]",P,1.8,1.0216771552764397,0.010000000000000004,,1520648.5186346509,,True,2.692118673186046,0.41321923495402946,145.03349491831818,194.9632598393188
M3:670,M3,670,N0670,quarterly,4,36,8,aeon,ok,0.002336899982765317,"[5115.710888864635, 5296.02215216596, 5396.186758262864, 5394.731267915649, 5359.221748024263, 5543.77446905956, 5645.5536557487985, 5647.897280160442]","[5692.1, 6779.2, 7027.5, 7023.7, 7190.5, 5890.0, 7088.8, 7055.8]",P,1.7984477731395838,1.020537741487789,0.07826722297101378,,472419.2552998548,,True,20.97507549851989,4.058076851808881,1293.5627224747286,1386.784283498917
M3:671,M3,671,N0671,quarterly,4,36,8,aeon,ok,0.0029991999617777765,"[3167.137091792044, 3350.3592204846545, 3634.714850460634, 4780.221955021945, 3484.911444748742, 3662.6039206854302, 3956.510466143429, 5105.334656041859]","[3058.0, 3262.0, 3502.0, 4685.0, 3346.0, 3611.0, 3783.0, 5269.0]",P,1.4049314499056127,1.0230093621655025,0.8958495879111527,,268220.30548446684,,True,3.1293961987405474,0.5217581412367941,119.14053666187749,125.12508226121584
M3:672,M3,672,N0672,quarterly,4,35,8,aeon,ok,0.002445699996314943,"[6380.17810580083, 6465.004971579385, 6326.489316790807, 6647.659747770715, 6667.010989710975, 6755.118064026493, 6619.740607100958, 6944.228742638097]","[5002.0, 7131.0, 6376.0, 7558.0, 6906.0, 7364.0, 6859.0, 7412.0]",P,1.8,1.0200896236653902,0.01,,2269505.5706186933,,True,8.727842412024776,1.4150442520974884,569.8657082729251,696.2401630425908
M3:673,M3,673,N0673,quarterly,4,35,8,aeon,ok,0.002371500013396144,"[3549.4734461601875, 3260.600023790286, 3414.2093771961086, 3501.3352990355966, 3689.8414032158435, 3405.0971291094697, 3558.481770660639, 3648.198622376189]","[3745.26, 3607.6, 3900.38, 4390.96, 5062.5, 4234.95, 4772.83, 5466.78]",P,1.630624947719297,1.016949965669274,0.010005453336882984,,3792658.297701207,,True,21.68184094605186,2.0989387772725268,894.25286605696,1033.2752900962553
